Dat,Intercept,Value,Kg
900,-189989.40,403157,21.3
901,-189989.40,403008,21.3
902,-189989.40,403013,21.3
903,-189989.40,402999,21.3
904,-189989.40,402957,21.3
905,-189989.40,403069,21.3
906,-189989.40,402922,21.3
907,-189989.40,402839,21.3
908,-189989.40,402796,21.3
909,-189989.40,402900,21.3
910,-189989.40,402905,21.3
911,-189989.40,402970,21.3
912,-189989.40,402746,21.3
913,-189989.40,402947,21.3
914,-189989.40,402907,21.3
915,-189989.40,402888,21.3
916,-189989.40,402919,21.3
917,-189989.40,402731,21.3
918,-189989.40,402840,21.3
919,-189989.40,402778,21.3
920,-189989.40,402920,21.3
921,-189989.40,402892,21.3
922,-189989.40,402805,21.3
923,-189989.40,402839,21.3
924,-189989.40,402658,21.3
925,-189989.40,402745,21.3
926,-189989.40,402727,21.3
927,-189989.40,402808,21.3
928,-189989.40,402804,21.3
929,-189989.40,402748,21.3
930,-189989.40,402644,21.3
931,-189989.40,402581,21.3
932,-189989.40,402636,21.3
933,-189989.40,402749,21.3
934,-189989.40,402908,21.3
935,-189989.40,402891,21.3
936,-189989.40,402714,21.3
937,-189989.40,402839,21.3
938,-189989.40,402848,21.3
939,-189989.40,402602,21.3
940,-189989.40,402707,21.3
941,-189989.40,402784,21.3
942,-189989.40,402800,21.3
943,-189989.40,402733,21.3
944,-189989.40,402629,21.3
945,-189989.40,402813,21.3
946,-189989.40,402844,21.3
947,-189989.40,402779,21.3
948,-189989.40,402623,21.3
949,-189989.40,402712,21.3
950,-189989.40,402744,21.3
951,-189989.40,402790,21.3
952,-189989.40,402651,21.3
953,-189989.40,402641,21.3
954,-189989.40,402743,21.3
955,-189989.40,402792,21.3
956,-189989.40,402649,21.3
957,-189989.40,402583,21.3
958,-189989.40,402687,21.3
959,-189989.40,402670,21.3
960,-189989.40,402694,21.3
961,-189989.40,402624,21.3
962,-189989.40,402601,21.3
963,-189989.40,402581,21.3
964,-189989.40,402678,21.3
965,-189989.40,402661,21.3
966,-189989.40,402674,21.3
967,-189989.40,402611,21.3
968,-189989.40,402615,21.3
969,-189989.40,402543,21.3
970,-189989.40,402567,21.3
971,-189989.40,402616,21.3
972,-189989.40,402536,21.3
973,-189989.40,402688,21.3
974,-189989.40,402500,21.3
975,-189989.40,402606,21.3
976,-189989.40,402602,21.3
977,-189989.40,402625,21.3
978,-189989.40,402679,21.3
979,-189989.40,402658,21.3
980,-189989.40,402604,21.3
981,-189989.40,402588,21.3
982,-189989.40,402698,21.3
983,-189989.40,402671,21.3
984,-189989.40,402550,21.3
985,-189989.40,402644,21.3
986,-189989.40,402506,21.3
987,-189989.40,402495,21.3
988,-189989.40,402499,21.3
989,-189989.40,402452,21.3
990,-189989.40,402623,21.3
991,-189989.40,402529,21.3
992,-189989.40,402517,21.3
993,-189989.40,402423,21.3
994,-189989.40,402489,21.3
995,-189989.40,402648,21.3
996,-189989.40,402618,21.3
997,-189989.40,402553,21.3
998,-189989.40,402610,21.3
999,-189989.40,402435,21.3
