host_unix_time_ns,lsl_timestamp_s,device_clock_us,value_raw,value_filtered,sequence,parser_mode,raw_line
1775177683412164425,31218.200472038,1390348,-190884.0,-15.672448841156438,121,tagged_csv,"D,121,1390348,-190884.00"
1775177683424653948,31218.212961648,1402848,-190766.0,-5.386954724905081,122,tagged_csv,"D,122,1402848,-190766.00"
1775177683437217973,31218.225525706,1415348,-190895.0,-5.244300920108799,123,tagged_csv,"D,123,1415348,-190895.00"
1775177683449810999,31218.238118855,1427848,-190850.0,-1.8322343517793342,124,tagged_csv,"D,124,1427848,-190850.00"
1775177683462277640,31218.250585153,1440348,-190862.0,0.454135874111671,125,tagged_csv,"D,125,1440348,-190862.00"
1775177683474842002,31218.263149520,1452848,-190713.0,13.424928424879909,126,tagged_csv,"D,126,1452848,-190713.00"
1775177683487353375,31218.275660879,1465348,-190979.0,6.080926399532473,127,tagged_csv,"D,127,1465348,-190979.00"
1775177683499880941,31218.288188602,1477848,-190894.0,5.461461428145412,128,tagged_csv,"D,128,1477848,-190894.00"
1775177683512489208,31218.300800012,1490348,-190987.0,-1.8822443265235052,129,tagged_csv,"D,129,1490348,-190987.00"
1775177683524954220,31218.313261742,1502848,-190914.0,-3.372724143904634,130,tagged_csv,"D,130,1502848,-190914.00"
1775177683537519220,31218.325826782,1515348,-190999.0,-10.94932163725025,131,tagged_csv,"D,131,1515348,-190999.00"
1775177683550045405,31218.338352893,1527848,-190936.0,-13.386495512648253,132,tagged_csv,"D,132,1527848,-190936.00"
1775177683562550742,31218.350858274,1540348,-190914.0,-14.044141994643724,133,tagged_csv,"D,133,1540348,-190914.00"
1775177683575073067,31218.363380603,1552848,-190915.0,-14.72671883343719,134,tagged_csv,"D,134,1552848,-190915.00"
1775177683587713204,31218.376020824,1565348,-190889.0,-13.466256896412233,135,tagged_csv,"D,135,1565348,-190889.00"
1775177683600245005,31218.388552523,1577848,-190996.0,-20.089376695163082,136,tagged_csv,"D,136,1577848,-190996.00"
1775177683612651205,31218.400958724,1590348,-190988.0,-25.64763349495479,137,tagged_csv,"D,137,1590348,-190988.00"
1775177683625343950,31218.413651511,1602848,-190808.0,-17.69344394034124,138,tagged_csv,"D,138,1602848,-190808.00"
1775177683637821842,31218.426129365,1615348,-190827.0,-11.702072137239156,139,tagged_csv,"D,139,1615348,-190827.00"
1775177683650179449,31218.438486986,1627848,-190999.0,-18.672122286021477,140,tagged_csv,"D,140,1627848,-190999.00"
1775177683663004417,31218.451312146,1640348,-190971.0,-23.095635650097392,141,tagged_csv,"D,141,1640348,-190971.00"
1775177683675380019,31218.463687579,1652848,-191129.0,-38.70266664767405,142,tagged_csv,"D,142,1652848,-191129.00"
1775177683687911774,31218.476219489,1665348,-190906.0,-36.93421265340294,143,tagged_csv,"D,143,1665348,-190906.00"
1775177683700436379,31218.488743944,1677848,-191005.0,-42.50376857741503,144,tagged_csv,"D,144,1677848,-191005.00"
1775177683713052658,31218.501360210,1690348,-190971.0,-45.19184937380487,145,tagged_csv,"D,145,1690348,-190971.00"
1775177683725657792,31218.513965655,1702848,-191015.0,-50.88828507537255,146,tagged_csv,"D,146,1702848,-191015.00"
1775177683738163414,31218.526471100,1715348,-190966.0,-52.60169859326561,147,tagged_csv,"D,147,1715348,-190966.00"
1775177683750683282,31218.538990875,1727848,-190952.0,-53.1708533707133,148,tagged_csv,"D,148,1727848,-190952.00"
1775177683763217456,31218.551524956,1740348,-190879.0,-48.38266499128076,149,tagged_csv,"D,149,1740348,-190879.00"
1775177683775589278,31218.563896979,1752848,-191002.0,-52.90007728940691,150,tagged_csv,"D,150,1752848,-191002.00"
1775177683788348124,31218.576655962,1765348,-191005.0,-57.30699085452943,151,tagged_csv,"D,151,1765348,-191005.00"
1775177683800835004,31218.589142494,1777848,-190797.0,-46.246325264975894,152,tagged_csv,"D,152,1777848,-190797.00"
1775177683813312381,31218.601619916,1790348,-191019.0,-52.15725552578806,153,tagged_csv,"D,153,1790348,-191019.00"
1775177683825974433,31218.614282135,1802848,-191003.0,-56.47262073424645,154,tagged_csv,"D,154,1802848,-191003.00"
1775177683838488808,31218.626796297,1815348,-190961.0,-57.41527756227879,155,tagged_csv,"D,155,1815348,-190961.00"
1775177683850989730,31218.639297272,1827852,-190748.0,-42.77417904569302,156,tagged_csv,"D,156,1827852,-190748.00"
1775177683863557685,31218.651865258,1840348,-190946.0,-43.621804168767994,157,tagged_csv,"D,157,1840348,-190946.00"
1775177683876035624,31218.664343340,1852848,-190843.0,-36.90744413927314,158,tagged_csv,"D,158,1852848,-190843.00"
1775177683888673608,31218.676981414,1865348,-190964.0,-39.49330856947927,159,tagged_csv,"D,159,1865348,-190964.00"
1775177683901185346,31218.689493058,1877848,-190836.0,-32.56984413342434,160,tagged_csv,"D,160,1877848,-190836.00"
1775177683913693786,31218.702008122,1890348,-191049.0,-41.66131789801875,161,tagged_csv,"D,161,1890348,-191049.00"
1775177683926244134,31218.714551709,1902848,-190858.0,-36.182029079209315,162,tagged_csv,"D,162,1902848,-190858.00"
1775177683938830024,31218.727137905,1915348,-190922.0,-35.76225730427541,163,tagged_csv,"D,163,1915348,-190922.00"
1775177683951330206,31218.739637678,1927848,-190953.0,-37.63048924255418,164,tagged_csv,"D,164,1927848,-190953.00"
1775177683963830687,31218.752138286,1940348,-190777.0,-26.54626633634325,165,tagged_csv,"D,165,1940348,-190777.00"
1775177683976372333,31218.764679894,1952848,-190767.0,-15.540997091971803,166,tagged_csv,"D,166,1952848,-190767.00"
1775177683988992886,31218.777300470,1965348,-190778.0,-6.1381627125665545,167,tagged_csv,"D,167,1965348,-190778.00"
1775177684001621148,31218.789928858,1977848,-190872.0,-4.258485952857882,168,tagged_csv,"D,168,1977848,-190872.00"
1775177684013922435,31218.802230201,1990348,-190959.0,-8.85727442667121,169,tagged_csv,"D,169,1990348,-190959.00"
1775177684026614596,31218.814922402,2002848,-190917.0,-10.062715494161239,170,tagged_csv,"D,170,2002848,-190917.00"
1775177684039040669,31218.827348253,2015348,-190866.0,-7.466529870405793,171,tagged_csv,"D,171,2015348,-190866.00"
1775177684051687115,31218.839994844,2027848,-191116.0,-23.264526572078466,172,tagged_csv,"D,172,2027848,-191116.00"
1775177684064228289,31218.852536104,2040348,-190910.0,-22.911080682999454,173,tagged_csv,"D,173,2040348,-190910.00"
1775177684076667260,31218.864974821,2052848,-190971.0,-27.025423835119,174,tagged_csv,"D,174,2052848,-190971.00"
1775177684089263898,31218.877571431,2065348,-190847.0,-21.81041555374395,175,tagged_csv,"D,175,2065348,-190847.00"
1775177684101831561,31218.890139283,2077848,-190886.0,-19.815166596265044,176,tagged_csv,"D,176,2077848,-190886.00"
1775177684114352353,31218.902660147,2090348,-190906.0,-19.421622821391793,177,tagged_csv,"D,177,2090348,-190906.00"
1775177684126902200,31218.915209707,2102848,-190897.0,-18.40135253997869,178,tagged_csv,"D,178,2102848,-190897.00"
1775177684139474548,31218.927782250,2115348,-190993.0,-24.446147538226796,179,tagged_csv,"D,179,2115348,-190993.00"
1775177684151957088,31218.940264589,2127848,-190964.0,-27.938962793909013,180,tagged_csv,"D,180,2127848,-190964.00"
1775177684164460473,31218.952767960,2140348,-190950.0,-30.157942372286925,181,tagged_csv,"D,181,2140348,-190950.00"
1775177684177054049,31218.965361538,2152848,-190764.0,-18.670720414316747,182,tagged_csv,"D,182,2152848,-190764.00"
1775177684189559858,31218.977867467,2165348,-191076.0,-30.740001995611237,183,tagged_csv,"D,183,2165348,-191076.00"
1775177684202014560,31218.990322041,2177848,-190841.0,-24.81757320644101,184,tagged_csv,"D,184,2177848,-190841.00"
1775177684214607895,31219.002915569,2190348,-191052.0,-34.69154568031081,185,tagged_csv,"D,185,2190348,-191052.00"
1775177684227154911,31219.015462599,2202848,-190894.0,-32.34085035187309,186,tagged_csv,"D,186,2202848,-190894.00"
1775177684239741569,31219.028049113,2215348,-190946.0,-33.94800021778792,187,tagged_csv,"D,187,2215348,-190946.00"
1775177684252298946,31219.040606429,2227848,-190896.0,-31.797091261134483,188,tagged_csv,"D,188,2227848,-190896.00"
1775177684264743587,31219.053051190,2240348,-190928.0,-32.13306881219614,189,tagged_csv,"D,189,2240348,-190928.00"
1775177684277375373,31219.065683104,2252848,-190822.0,-24.72560655637062,190,tagged_csv,"D,190,2252848,-190822.00"
1775177684289775966,31219.078083557,2265348,-190980.0,-29.36319957804517,191,tagged_csv,"D,191,2265348,-190980.00"
1775177684302481649,31219.090789284,2277848,-190936.0,-30.45897841238184,192,tagged_csv,"D,192,2277848,-190936.00"
1775177684314830857,31219.103138461,2290348,-191004.0,-36.42675655827043,193,tagged_csv,"D,193,2290348,-191004.00"
1775177684327514980,31219.115822473,2302848,-191003.0,-41.88713756631478,194,tagged_csv,"D,194,2302848,-191003.00"
