Intercept,Value,Kg,,3.55,3.56,3.57,Err with diff grads
-192396.5,495943,24.8,688339.5,24.43605225,24.5048862,24.57372015,0.06883395
-192396.5,495826,24.8,688222.5,24.43189875,24.500721,24.56954325,0.068822250000002
-192396.5,495827,24.8,688223.5,24.43193425,24.5007566,24.56957895,0.068822350000001
-192396.5,495816,24.8,688212.5,24.43154375,24.500365,24.56918625,0.068821250000001
-192396.5,495770,24.8,688166.5,24.42991075,24.4987274,24.56754405,0.068816650000002
-192396.5,495803,24.8,688199.5,24.43108225,24.4999022,24.56872215,0.068819950000002
-192396.5,495827,24.8,688223.5,24.43193425,24.5007566,24.56957895,0.068822350000001
-192396.5,495677,24.8,688073.5,24.42660925,24.4954166,24.56422395,0.06880735
-192396.5,495741,24.8,688137.5,24.42888125,24.497695,24.56650875,0.06881375
-192396.5,495775,24.8,688171.5,24.43008825,24.4989054,24.56772255,0.068817150000003
-192396.5,495765,24.8,688161.5,24.42973325,24.4985494,24.56736555,0.068816150000002
-192396.5,495823,24.8,688219.5,24.43179225,24.5006142,24.56943615,0.06882195
-192396.5,495763,24.8,688159.5,24.42966225,24.4984782,24.56729415,0.068815949999999
-192396.5,495702,24.8,688098.5,24.42749675,24.4963066,24.56511645,0.068809850000001
-192396.5,495710,24.8,688106.5,24.42778075,24.4965914,24.56540205,0.068810650000002
-192396.5,495534,24.8,687930.5,24.42153275,24.4903258,24.55911885,0.06879305
-192396.5,495532,24.8,687928.5,24.42146175,24.4902546,24.55904745,0.068792850000001
-192396.5,495709,24.8,688105.5,24.42774525,24.4965558,24.56536635,0.068810550000002
-192396.5,495672,24.8,688068.5,24.42643175,24.4952386,24.56404545,0.068806850000003
-192396.5,495542,24.8,687938.5,24.42181675,24.4906106,24.55940445,0.068793850000002
-192396.5,495515,24.8,687911.5,24.42085825,24.4896494,24.55844055,0.068791150000001
-192396.5,495719,24.8,688115.5,24.42810025,24.4969118,24.56572335,0.06881155
-192396.5,495608,24.8,688004.5,24.42415975,24.4929602,24.56176065,0.068800450000001
-192396.5,495611,24.8,688007.5,24.42426625,24.493067,24.56186775,0.068800750000003
-192396.5,495660,24.8,688056.5,24.42600575,24.4948114,24.56361705,0.068805650000002
-192396.5,495567,24.8,687963.5,24.42270425,24.4915006,24.56029695,0.068796350000001
-192396.5,495626,24.8,688022.5,24.42479875,24.493601,24.56240325,0.068802250000001
-192396.5,495705,24.8,688101.5,24.42760325,24.4964134,24.56522355,0.068810150000001
-192396.5,495643,24.8,688039.5,24.42540225,24.4942062,24.56301015,0.06880395
-192396.5,495482,24.8,687878.5,24.41968675,24.4884746,24.55726245,0.068787850000002
-192396.5,495499,24.8,687895.5,24.42029025,24.4890798,24.55786935,0.06878955
-192396.5,495484,24.8,687880.5,24.41975775,24.4885458,24.55733385,0.068788050000002
-192396.5,495513,24.8,687909.5,24.42078725,24.4895782,24.55836915,0.06879095
-192396.5,495476,24.8,687872.5,24.41947375,24.488261,24.55704825,0.06878725
-192396.5,495428,24.8,687824.5,24.41776975,24.4865522,24.55533465,0.068782450000001
-192396.5,495479,24.8,687875.5,24.41958025,24.4883678,24.55715535,0.068787550000002
-192396.5,495577,24.8,687973.5,24.42305925,24.4918566,24.56065395,0.068797350000001
-192396.5,495592,24.8,687988.5,24.42359175,24.4923906,24.56118945,0.068798850000004
-192396.5,495525,24.8,687921.5,24.42121325,24.4900054,24.55879755,0.068792150000004
-192396.5,495527,24.8,687923.5,24.42128425,24.4900766,24.55886895,0.068792350000001
-192396.5,495470,24.8,687866.5,24.41926075,24.4880474,24.55683405,0.068786650000003
-192396.5,495465,24.8,687861.5,24.41908325,24.4878694,24.55665555,0.068786150000003
-192396.5,495548,24.8,687944.5,24.42202975,24.4908242,24.55961865,0.06879445
-192396.5,495387,24.8,687783.5,24.41631425,24.4850926,24.55387095,0.068778350000001
-192396.5,495392,24.8,687788.5,24.41649175,24.4852706,24.55404945,0.068778850000003
-192396.5,495327,24.8,687723.5,24.41418425,24.4829566,24.55172895,0.068772350000002
-192396.5,495260,24.8,687656.5,24.41180575,24.4805714,24.54933705,0.068765650000003
-192396.5,495187,24.8,687583.5,24.40921425,24.4779726,24.54673095,0.068758350000001
-192396.5,495298,24.8,687694.5,24.41315475,24.4819242,24.55069365,0.068769450000001
-192396.5,495267,24.8,687663.5,24.41205425,24.4808206,24.54958695,0.068766350000003
-192396.5,495445,24.8,687841.5,24.41837325,24.4871574,24.55594155,0.068784150000003
-192396.5,494959,24.8,687355.5,24.40112025,24.4698558,24.53859135,0.068735550000001
-192396.5,495293,24.8,687689.5,24.41297725,24.4817462,24.55051515,0.068768950000001
-192396.5,495103,24.8,687499.5,24.40623225,24.4749822,24.54373215,0.068749950000001
-192396.5,495470,24.8,687866.5,24.41926075,24.4880474,24.55683405,0.068786650000003
-192396.5,495354,24.8,687750.5,24.41514275,24.4839178,24.55269285,0.068775050000003
-192396.5,495299,24.8,687695.5,24.41319025,24.4819598,24.55072935,0.068769550000001
-192396.5,495371,24.8,687767.5,24.41574625,24.484523,24.55329975,0.06877675
-192396.5,495371,24.8,687767.5,24.41574625,24.484523,24.55329975,0.06877675
-192396.5,495001,24.8,687397.5,24.40261125,24.471351,24.54009075,0.068739750000001
-192396.5,495397,24.8,687793.5,24.41666925,24.4854486,24.55422795,0.068779350000003
-192396.5,495256,24.8,687652.5,24.41166375,24.480429,24.54919425,0.068765250000002
-192396.5,495182,24.8,687578.5,24.40903675,24.4777946,24.54655245,0.068757850000001
-192396.5,495376,24.8,687772.5,24.41592375,24.484701,24.55347825,0.06877725
-192396.5,495110,24.8,687506.5,24.40648075,24.4752314,24.54398205,0.068750650000002
-192396.5,495181,24.8,687577.5,24.40900125,24.477759,24.54651675,0.068757750000001
-192396.5,495090,24.8,687486.5,24.40577075,24.4745194,24.54326805,0.068748650000002
-192396.5,495145,24.8,687541.5,24.40772325,24.4764774,24.54523155,0.068754150000004
-192396.5,495076,24.8,687472.5,24.40527375,24.474021,24.54276825,0.068747250000001
-192396.5,495100,24.8,687496.5,24.40612575,24.4748754,24.54362505,0.068749650000003
-192396.5,495188,24.8,687584.5,24.40924975,24.4780082,24.54676665,0.068758450000001
-192396.5,495115,24.8,687511.5,24.40665825,24.4754094,24.54416055,0.068751150000003
-192396.5,495177,24.8,687573.5,24.40885925,24.4776166,24.54637395,0.06875735
-192396.5,495156,24.8,687552.5,24.40811375,24.476869,24.54562425,0.068755250000002
-192396.5,494929,24.8,687325.5,24.40005525,24.4687878,24.53752035,0.068732550000002
-192396.5,495069,24.8,687465.5,24.40502525,24.4737718,24.54251835,0.06874655
-192396.5,495149,24.8,687545.5,24.40786525,24.4766198,24.54537435,0.06875455
-192396.5,495172,24.8,687568.5,24.40868175,24.4774386,24.54619545,0.068756850000002
-192396.5,494977,24.8,687373.5,24.40175925,24.4704966,24.53923395,0.068737350000001
-192396.5,495120,24.8,687516.5,24.40683575,24.4755874,24.54433905,0.068751650000003
-192396.5,495206,24.8,687602.5,24.40988875,24.478649,24.54740925,0.06876025
-192396.5,495149,24.8,687545.5,24.40786525,24.4766198,24.54537435,0.06875455
-192396.5,495070,24.8,687466.5,24.40506075,24.4738074,24.54255405,0.068746650000003
-192396.5,495095,24.8,687491.5,24.40594825,24.4746974,24.54344655,0.068749150000002
-192396.5,495016,24.8,687412.5,24.40314375,24.471885,24.54062625,0.068741249999999
-192396.5,586539,28,778935.5,27.65221025,27.7301038,27.80799735,0.077893550000003
-192396.5,586498,28,778894.5,27.65075475,27.7286442,27.80653365,0.077889450000001
-192396.5,586630,28,779026.5,27.65544075,27.7333434,27.81124605,0.077902650000004
-192396.5,586443,28,778839.5,27.64880225,27.7266862,27.80457015,0.07788395
-192396.5,586510,28,778906.5,27.65118075,27.7290714,27.80696205,0.077890650000001
-192396.5,586517,28,778913.5,27.65142925,27.7293206,27.80721195,0.077891350000002
-192396.5,586497,28,778893.5,27.65071925,27.7286086,27.80649795,0.077889350000003
-192396.5,586443,28,778839.5,27.64880225,27.7266862,27.80457015,0.07788395
-192396.5,586468,28,778864.5,27.64968975,27.7275762,27.80546265,0.077886450000001
-192396.5,586484,28,778880.5,27.65025775,27.7281458,27.80603385,0.077888050000002
-192396.5,586421,28,778817.5,27.64802125,27.725903,27.80378475,0.077881750000001
-192396.5,586263,28,778659.5,27.64241225,27.7202782,27.79814415,0.07786595
-192396.5,586374,28,778770.5,27.64635275,27.7242298,27.80210685,0.077877050000002
-192396.5,586618,28,779014.5,27.65501475,27.7329162,27.81081765,0.077901450000001
-192396.5,586423,28,778819.5,27.64809225,27.7259742,27.80385615,0.07788195
-192396.5,586491,28,778887.5,27.65050625,27.728395,27.80628375,0.07788875
-192396.5,586436,28,778832.5,27.64855375,27.726437,27.80432025,0.077883250000001
-192396.5,586247,28,778643.5,27.64184425,27.7197086,27.79757295,0.077864350000002
-192396.5,586478,28,778874.5,27.65004475,27.7279322,27.80581965,0.077887450000002
-192396.5,586490,28,778886.5,27.65047075,27.7283594,27.80624805,0.077888650000002
-192396.5,586405,28,778801.5,27.64745325,27.7253334,27.80321355,0.077880150000004
-192396.5,586330,28,778726.5,27.64479075,27.7226634,27.80053605,0.077872650000003
-192396.5,586410,28,778806.5,27.64763075,27.7255114,27.80339205,0.077880650000001
-192396.5,586399,28,778795.5,27.64724025,27.7251198,27.80299935,0.077879550000001
-192396.5,586442,28,778838.5,27.64876675,27.7266506,27.80453445,0.077883850000003
-192396.5,586473,28,778869.5,27.64986725,27.7277542,27.80564115,0.077886950000002
-192396.5,586614,28,779010.5,27.65487275,27.7327738,27.81067485,0.077901050000001
-192396.5,586404,28,778800.5,27.64741775,27.7252978,27.80317785,0.077880050000001
-192396.5,586303,28,778699.5,27.64383225,27.7217022,27.79957215,0.07786995
-192396.5,586379,28,778775.5,27.64653025,27.7244078,27.80228535,0.077877550000002
-192396.5,586488,28,778884.5,27.65039975,27.7282882,27.80617665,0.07788845
-192396.5,586161,28,778557.5,27.63879125,27.716647,27.79450275,0.077855750000001
-192396.5,586245,28,778641.5,27.64177325,27.7196374,27.79750155,0.077864150000004
-192396.5,586503,28,778899.5,27.65093225,27.7288222,27.80671215,0.077889950000001
-192396.5,586285,28,778681.5,27.64319325,27.7210614,27.79892955,0.077868150000002
-192396.5,586384,28,778780.5,27.64670775,27.7245858,27.80246385,0.077878050000003
-192396.5,586432,28,778828.5,27.64841175,27.7262946,27.80417745,0.077882850000002
-192396.5,586265,28,778661.5,27.64248325,27.7203494,27.79821555,0.077866150000002
-192396.5,586256,28,778652.5,27.64216375,27.720029,27.79789425,0.07786525
-192396.5,586066,28,778462.5,27.63541875,27.713265,27.79111125,0.07784625
-192396.5,586305,28,778701.5,27.64390325,27.7217734,27.79964355,0.077870150000004
-192396.5,586353,28,778749.5,27.64560725,27.7234822,27.80135715,0.077874950000002
-192396.5,586203,28,778599.5,27.64028225,27.7181422,27.79600215,0.077859950000001
-192396.5,586243,28,778639.5,27.64170225,27.7195662,27.79743015,0.077863949999999
-192396.5,586273,28,778669.5,27.64276725,27.7206342,27.79850115,0.077866950000001
-192396.5,586166,28,778562.5,27.63896875,27.716825,27.79468125,0.07785625
-192396.5,586371,28,778767.5,27.64624625,27.724123,27.80199975,0.07787675
-192396.5,586255,28,778651.5,27.64212825,27.7199934,27.79785855,0.077865150000003
-192396.5,586200,28,778596.5,27.64017575,27.7180354,27.79589505,0.077859650000002
-192396.5,586339,28,778735.5,27.64511025,27.7229838,27.80085735,0.077873550000003
-192396.5,586320,28,778716.5,27.64443575,27.7223074,27.80017905,0.077871650000004
-192396.5,586301,28,778697.5,27.64376125,27.721631,27.79950075,0.077869750000001
-192396.5,586219,28,778615.5,27.64085025,27.7187118,27.79657335,0.077861550000002
-192396.5,586176,28,778572.5,27.63932375,27.717181,27.79503825,0.077857250000001
-192396.5,586258,28,778654.5,27.64223475,27.7201002,27.79796565,0.077865450000003
-192396.5,586160,28,778556.5,27.63875575,27.7166114,27.79446705,0.077855650000002
-192396.5,586083,28,778479.5,27.63602225,27.7138702,27.79171815,0.077847950000003
-192396.5,586281,28,778677.5,27.64305125,27.720919,27.79878675,0.077867750000001
-192396.5,586367,28,778763.5,27.64610425,27.7239806,27.80185695,0.077876350000002
-192396.5,586187,28,778583.5,27.63971425,27.7175726,27.79543095,0.077858350000003
-192396.5,586090,28,778486.5,27.63627075,27.7141194,27.79196805,0.077848650000002
-192396.5,586027,28,778423.5,27.63403425,27.7118766,27.78971895,0.077842350000001
-192396.5,586115,28,778511.5,27.63715825,27.7150094,27.79286055,0.077851150000001
-192396.5,586216,28,778612.5,27.64074375,27.718605,27.79646625,0.077861250000002
-192396.5,586038,28,778434.5,27.63442475,27.7122682,27.79011165,0.07784345
-192396.5,586137,28,778533.5,27.63793925,27.7157926,27.79364595,0.077853350000002
-192396.5,586230,28,778626.5,27.64124075,27.7191034,27.79696605,0.077862650000004
-192396.5,586083,28,778479.5,27.63602225,27.7138702,27.79171815,0.077847950000003
-192396.5,586004,28,778400.5,27.63321775,27.7110578,27.78889785,0.077840050000001
-192396.5,585900,28,778296.5,27.62952575,27.7073554,27.78518505,0.077829650000004
-192396.5,586249,28,778645.5,27.64191525,27.7197798,27.79764435,0.077864550000001
-192396.5,586183,28,778579.5,27.63957225,27.7174302,27.79528815,0.077857950000002
-192396.5,585990,28,778386.5,27.63272075,27.7105594,27.78839805,0.077838650000002
-192396.5,586008,28,778404.5,27.63335975,27.7112002,27.78904065,0.077840450000002
-192396.5,586078,28,778474.5,27.63584475,27.7136922,27.79153965,0.077847450000002
-192396.5,586039,28,778435.5,27.63446025,27.7123038,27.79014735,0.077843550000001
-192396.5,586062,28,778458.5,27.63527675,27.7131226,27.79096845,0.077845850000001
-192396.5,586123,28,778519.5,27.63744225,27.7152942,27.79314615,0.077851950000001
-192396.5,586202,28,778598.5,27.64024675,27.7181066,27.79596645,0.077859850000001
-192396.5,586131,28,778527.5,27.63772625,27.715579,27.79343175,0.077852750000002
-192396.5,586044,28,778440.5,27.63463775,27.7124818,27.79032585,0.077844050000003
-192396.5,585937,28,778333.5,27.63083925,27.7086726,27.78650595,0.077833350000002
-192396.5,586140,28,778536.5,27.63804575,27.7158994,27.79375305,0.077853650000003
-192396.5,586093,28,778489.5,27.63637725,27.7142262,27.79207515,0.07784895
-192396.5,586110,28,778506.5,27.63698075,27.7148314,27.79268205,0.077850650000002
-192396.5,585912,28,778308.5,27.62995175,27.7077826,27.78561345,0.077830850000003
-192396.5,585969,28,778365.5,27.63197525,27.7098118,27.78764835,0.077836550000003
-192396.5,586203,28,778599.5,27.64028225,27.7181422,27.79600215,0.077859950000001
-192396.5,586052,28,778448.5,27.63492175,27.7127666,27.79061145,0.077844850000002
-192396.5,586022,28,778418.5,27.63385675,27.7116986,27.78954045,0.077841850000002
-192396.5,586065,28,778461.5,27.63538325,27.7132294,27.79107555,0.077846150000003
-192396.5,586044,28,778440.5,27.63463775,27.7124818,27.79032585,0.077844050000003
-192396.5,585984,28,778380.5,27.63250775,27.7103458,27.78818385,0.077838050000002
-192396.5,586211,28,778607.5,27.64056625,27.718427,27.79628775,0.077860750000003
-192396.5,586172,28,778568.5,27.63918175,27.7170386,27.79489545,0.077856850000004
-192396.5,585995,28,778391.5,27.63289825,27.7107374,27.78857655,0.077839150000003
-192396.5,586004,28,778400.5,27.63321775,27.7110578,27.78889785,0.077840050000001
-192396.5,586032,28,778428.5,27.63421175,27.7120546,27.78989745,0.077842850000002
-192396.5,585956,28,778352.5,27.63151375,27.709349,27.78718425,0.077835250000002
-192396.5,586059,28,778455.5,27.63517025,27.7130158,27.79086135,0.077845550000003
-192396.5,628470,29.5,820866.5,29.14076075,29.2228474,29.30493405,0.082086650000003
-192396.5,628423,29.5,820819.5,29.13909225,29.2211742,29.30325615,0.082081950000003
-192396.5,628408,29.5,820804.5,29.13855975,29.2206402,29.30272065,0.082080450000005
-192396.5,628439,29.5,820835.5,29.13966025,29.2217438,29.30382735,0.082083550000002
-192396.5,628668,29.5,821064.5,29.14778975,29.2298962,29.31200265,0.082106450000001
-192396.5,628656,29.5,821052.5,29.14736375,29.229469,29.31157425,0.082105250000002
-192396.5,628478,29.5,820874.5,29.14104475,29.2231322,29.30521965,0.082087450000003
-192396.5,628478,29.5,820874.5,29.14104475,29.2231322,29.30521965,0.082087450000003
-192396.5,628444,29.5,820840.5,29.13983775,29.2219218,29.30400585,0.082084050000002
-192396.5,628414,29.5,820810.5,29.13877275,29.2208538,29.30293485,0.082081050000003
-192396.5,628476,29.5,820872.5,29.14097375,29.223061,29.30514825,0.082087250000001
-192396.5,628389,29.5,820785.5,29.13788525,29.2199638,29.30204235,0.082078550000002
-192396.5,628579,29.5,820975.5,29.14463025,29.2267278,29.30882535,0.082097550000002
-192396.5,628406,29.5,820802.5,29.13848875,29.220569,29.30264925,0.082080250000001
-192396.5,628453,29.5,820849.5,29.14015725,29.2222422,29.30432715,0.082084950000002
-192396.5,628434,29.5,820830.5,29.13948275,29.2215658,29.30364885,0.082083050000001
-192396.5,628357,29.5,820753.5,29.13674925,29.2188246,29.30089995,0.082075350000002
-192396.5,628416,29.5,820812.5,29.13884375,29.220925,29.30300625,0.082081250000004
-192396.5,628364,29.5,820760.5,29.13699775,29.2190738,29.30114985,0.082076050000001
-192396.5,628424,29.5,820820.5,29.13912775,29.2212098,29.30329185,0.08208205
-192396.5,628400,29.5,820796.5,29.13827575,29.2203554,29.30243505,0.082079650000003
-192396.5,628434,29.5,820830.5,29.13948275,29.2215658,29.30364885,0.082083050000001
-192396.5,628421,29.5,820817.5,29.13902125,29.221103,29.30318475,0.08208175
-192396.5,628357,29.5,820753.5,29.13674925,29.2188246,29.30089995,0.082075350000002
-192396.5,628329,29.5,820725.5,29.13575525,29.2178278,29.29990035,0.082072550000001
-192396.5,628385,29.5,820781.5,29.13774325,29.2198214,29.30189955,0.082078150000003
-192396.5,628214,29.5,820610.5,29.13167275,29.2137338,29.29579485,0.082061050000002
-192396.5,628367,29.5,820763.5,29.13710425,29.2191806,29.30125695,0.082076350000003
-192396.5,628395,29.5,820791.5,29.13809825,29.2201774,29.30225655,0.082079150000002
-192396.5,628427,29.5,820823.5,29.13923425,29.2213166,29.30339895,0.082082350000002
-192396.5,628385,29.5,820781.5,29.13774325,29.2198214,29.30189955,0.082078150000003
-192396.5,628324,29.5,820720.5,29.13557775,29.2176498,29.29972185,0.082072050000001
-192396.5,628423,29.5,820819.5,29.13909225,29.2211742,29.30325615,0.082081950000003
-192396.5,628305,29.5,820701.5,29.13490325,29.2169734,29.29904355,0.082070150000003
-192396.5,628439,29.5,820835.5,29.13966025,29.2217438,29.30382735,0.082083550000002
-192396.5,628343,29.5,820739.5,29.13625225,29.2183262,29.30040015,0.082073950000003
-192396.5,628191,29.5,820587.5,29.13085625,29.212915,29.29497375,0.082058750000002
-192396.5,628365,29.5,820761.5,29.13703325,29.2191094,29.30118555,0.082076150000003
-192396.5,628429,29.5,820825.5,29.13930525,29.2213878,29.30347035,0.082082550000001
-192396.5,628270,29.5,820666.5,29.13366075,29.2157274,29.29779405,0.082066650000003
-192396.5,628232,29.5,820628.5,29.13231175,29.2143746,29.29643745,0.082062850000002
-192396.5,628351,29.5,820747.5,29.13653625,29.218611,29.30068575,0.082074750000002
-192396.5,628388,29.5,820784.5,29.13784975,29.2199282,29.30200665,0.082078450000001
-192396.5,628352,29.5,820748.5,29.13657175,29.2186466,29.30072145,0.082074850000002
-192396.5,628400,29.5,820796.5,29.13827575,29.2203554,29.30243505,0.082079650000003
-192396.5,628268,29.5,820664.5,29.13358975,29.2156562,29.29772265,0.082066450000003
-192396.5,628434,29.5,820830.5,29.13948275,29.2215658,29.30364885,0.082083050000001
-192396.5,628271,29.5,820667.5,29.13369625,29.215763,29.29782975,0.082066750000001
-192396.5,628251,29.5,820647.5,29.13298625,29.215051,29.29711575,0.082064750000003
-192396.5,628355,29.5,820751.5,29.13667825,29.2187534,29.30082855,0.082075150000005
-192396.5,628326,29.5,820722.5,29.13564875,29.217721,29.29979325,0.08207225
-192396.5,628305,29.5,820701.5,29.13490325,29.2169734,29.29904355,0.082070150000003
-192396.5,628389,29.5,820785.5,29.13788525,29.2199638,29.30204235,0.082078550000002
-192396.5,628333,29.5,820729.5,29.13589725,29.2179702,29.30004315,0.082072950000004
-192396.5,628310,29.5,820706.5,29.13508075,29.2171514,29.29922205,0.082070650000002
-192396.5,628284,29.5,820680.5,29.13415775,29.2162258,29.29829385,0.082068050000002
-192396.5,628419,29.5,820815.5,29.13895025,29.2210318,29.30311335,0.082081550000002
-192396.5,628324,29.5,820720.5,29.13557775,29.2176498,29.29972185,0.082072050000001
-192396.5,628191,29.5,820587.5,29.13085625,29.212915,29.29497375,0.082058750000002
-192396.5,628209,29.5,820605.5,29.13149525,29.2135558,29.29561635,0.082060550000001
-192396.5,628366,29.5,820762.5,29.13706875,29.219145,29.30122125,0.082076250000002
-192396.5,628319,29.5,820715.5,29.13540025,29.2174718,29.29954335,0.082071550000002
-192396.5,628329,29.5,820725.5,29.13575525,29.2178278,29.29990035,0.082072550000001
-192396.5,628301,29.5,820697.5,29.13476125,29.216831,29.29890075,0.082069750000001
-192396.5,628153,29.5,820549.5,29.12950725,29.2115622,29.29361715,0.082054950000003
-192396.5,628414,29.5,820810.5,29.13877275,29.2208538,29.30293485,0.082081050000003
-192396.5,628413,29.5,820809.5,29.13873725,29.2208182,29.30289915,0.082080950000004
-192396.5,628222,29.5,820618.5,29.13195675,29.2140186,29.29608045,0.082061850000004
-192396.5,628260,29.5,820656.5,29.13330575,29.2153714,29.29743705,0.082065650000001
-192396.5,628273,29.5,820669.5,29.13376725,29.2158342,29.29790115,0.082066950000003
-192396.5,628399,29.5,820795.5,29.13824025,29.2203198,29.30239935,0.082079550000001
-192396.5,628352,29.5,820748.5,29.13657175,29.2186466,29.30072145,0.082074850000002
-192396.5,628409,29.5,820805.5,29.13859525,29.2206758,29.30275635,0.082080550000002
-192396.5,628394,29.5,820790.5,29.13806275,29.2201418,29.30222085,0.082079050000003
-192396.5,628286,29.5,820682.5,29.13422875,29.216297,29.29836525,0.082068250000003
-192396.5,628334,29.5,820730.5,29.13593275,29.2180058,29.30007885,0.082073050000002
-192396.5,628376,29.5,820772.5,29.13742375,29.219501,29.30157825,0.082077250000001
-192396.5,628350,29.5,820746.5,29.13650075,29.2185754,29.30065005,0.082074650000005
-192396.5,628349,29.5,820745.5,29.13646525,29.2185398,29.30061435,0.08207455
-192396.5,628282,29.5,820678.5,29.13408675,29.2161546,29.29822245,0.082067850000001
-192396.5,628450,29.5,820846.5,29.14005075,29.2221354,29.30422005,0.082084650000004
-192396.5,628345,29.5,820741.5,29.13632325,29.2183974,29.30047155,0.082074150000002
-192396.5,628390,29.5,820786.5,29.13792075,29.2199994,29.30207805,0.082078650000003
-192396.5,628475,29.5,820871.5,29.14093825,29.2230254,29.30511255,0.082087150000003
-192396.5,628293,29.5,820689.5,29.13447725,29.2165462,29.29861515,0.082068950000002
-192396.5,628233,29.5,820629.5,29.13234725,29.2144102,29.29647315,0.082062950000005
-192396.5,628099,29.5,820495.5,29.12759025,29.2096398,29.29168935,0.082049550000001
-192396.5,628279,29.5,820675.5,29.13398025,29.2160478,29.29811535,0.08206755
-192396.5,628110,29.5,820506.5,29.12798075,29.2100314,29.29208205,0.082050650000001
-192396.5,628361,29.5,820757.5,29.13689125,29.218967,29.30104275,0.082075750000001
-192396.5,628362,29.5,820758.5,29.13692675,29.2190026,29.30107845,0.082075850000003
-192396.5,628298,29.5,820694.5,29.13465475,29.2167242,29.29879365,0.082069450000004
-192396.5,628239,29.5,820635.5,29.13256025,29.2146238,29.29668735,0.082063550000003
-192396.5,628124,29.5,820520.5,29.12847775,29.2105298,29.29258185,0.082052050000002
-192396.5,628399,29.5,820795.5,29.13824025,29.2203198,29.30239935,0.082079550000001
-192396.5,628387,29.5,820783.5,29.13781425,29.2198926,29.30197095,0.082078350000002
-192396.5,628161,29.5,820557.5,29.12979125,29.211847,29.29390275,0.082055750000002
-192396.5,628233,29.5,820629.5,29.13234725,29.2144102,29.29647315,0.082062950000005
-192396.5,628342,29.5,820738.5,29.13621675,29.2182906,29.30036445,0.082073850000002
-192396.5,628333,29.5,820729.5,29.13589725,29.2179702,29.30004315,0.082072950000004
-192396.5,729542,33.1,921938.5,32.72881675,32.8210106,32.91320445,0.092193850000001
-192396.5,729571,33.1,921967.5,32.72984625,32.822043,32.91423975,0.092196749999999
-192396.5,729426,33.1,921822.5,32.72469875,32.816881,32.90906325,0.092182250000001
-192396.5,729488,33.1,921884.5,32.72689975,32.8190882,32.91127665,0.092188450000002
-192396.5,729549,33.1,921945.5,32.72906525,32.8212598,32.91345435,0.092194550000002
-192396.5,729642,33.1,922038.5,32.73236675,32.8245706,32.91677445,0.092203850000004
-192396.5,729524,33.1,921920.5,32.72817775,32.8203698,32.91256185,0.092192050000001
-192396.5,729591,33.1,921987.5,32.73055625,32.822755,32.91495375,0.092198750000002
-192396.5,729393,33.1,921789.5,32.72352725,32.8157062,32.90788515,0.092178950000001
-192396.5,729752,33.1,922148.5,32.73627175,32.8284866,32.92070145,0.092214850000001
-192396.5,729443,33.1,921839.5,32.72530225,32.8174862,32.90967015,0.092183950000003
-192396.5,729501,33.1,921897.5,32.72736125,32.819551,32.91174075,0.092189749999999
-192396.5,729507,33.1,921903.5,32.72757425,32.8197646,32.91195495,0.092190350000003
-192396.5,729491,33.1,921887.5,32.72700625,32.819195,32.91138375,0.092188750000002
-192396.5,729647,33.1,922043.5,32.73254425,32.8247486,32.91695295,0.092204350000003
-192396.5,729457,33.1,921853.5,32.72579925,32.8179846,32.91016995,0.092185350000001
-192396.5,729500,33.1,921896.5,32.72732575,32.8195154,32.91170505,0.092189650000002
-192396.5,729492,33.1,921888.5,32.72704175,32.8192306,32.91141945,0.092188850000003
-192396.5,729276,33.1,921672.5,32.71937375,32.811541,32.90370825,0.092167249999999
-192396.5,729436,33.1,921832.5,32.72505375,32.817237,32.90942025,0.092183250000002
-192396.5,729534,33.1,921930.5,32.72853275,32.8207258,32.91291885,0.092193050000002
-192396.5,729346,33.1,921742.5,32.72185875,32.814033,32.90620725,0.092174249999999
-192396.5,729393,33.1,921789.5,32.72352725,32.8157062,32.90788515,0.092178950000001
-192396.5,729372,33.1,921768.5,32.72278175,32.8149586,32.90713545,0.092176850000005
-192396.5,729442,33.1,921838.5,32.72526675,32.8174506,32.90963445,0.092183850000005
-192396.5,729287,33.1,921683.5,32.71976425,32.8119326,32.90410095,0.092168350000002
-192396.5,729279,33.1,921675.5,32.71948025,32.8116478,32.90381535,0.092167550000003
-192396.5,729446,33.1,921842.5,32.72540875,32.817593,32.90977725,0.092184249999999
-192396.5,729281,33.1,921677.5,32.71955125,32.811719,32.90388675,0.092167750000002
-192396.5,729292,33.1,921688.5,32.71994175,32.8121106,32.90427945,0.092168850000004
-192396.5,729317,33.1,921713.5,32.72082925,32.8130006,32.90517195,0.092171350000001
-192396.5,729476,33.1,921872.5,32.72647375,32.818661,32.91084825,0.092187250000002
-192396.5,729189,33.1,921585.5,32.71628525,32.8084438,32.90060235,0.092158550000004
-192396.5,729331,33.1,921727.5,32.72132625,32.813499,32.90567175,0.092172750000003
-192396.5,729256,33.1,921652.5,32.71866375,32.810829,32.90299425,0.092165250000004
-192396.5,729242,33.1,921638.5,32.71816675,32.8103306,32.90249445,0.092163850000006
-192396.5,729403,33.1,921799.5,32.72388225,32.8160622,32.90824215,0.092179950000006
-192396.5,729451,33.1,921847.5,32.72558625,32.817771,32.90995575,0.092184750000001
-192396.5,729351,33.1,921747.5,32.72203625,32.814211,32.90638575,0.092174749999998
-192396.5,729220,33.1,921616.5,32.71738575,32.8095474,32.90170905,0.092161650000001
