file,event_index,start_time_s,peak_time_s,end_time_s,duration_s,peak_value,baseline_value,rise_10_90_s,max_dfdt,hold_std_last_20pct
20260402_stage4_fast_max_trial01.csv,1,4.824999999999999,6.68,8.815000000000001,3.990000000000002,2164200.0,-197901.0,0.9299999999999997,7338049.999999832,18002.133070678043
20260402_stage4_ramp_hold_trial01.csv,1,1.8400000000000003,3.38,5.375,3.5349999999999997,-123477.0,-202618.0,1.3900000000000001,298150.0,11150.921766172858
20260402_stage4_ramp_hold_trial01.csv,2,8.705,17.155,20.560000000000002,11.855000000000002,2066367.0,-193420.0,3.0600000000000005,2038400.0000000447,212324.76623628053
20260402_stage4_sustained_hold_trial01.csv,1,10.405000000000001,11.16,11.69,1.2849999999999984,-200725.0,-205143.0,0.6150000000000002,104650.00000000186,1214.6488833083502
20260402_stage4_sustained_hold_trial01.csv,2,11.885,14.555,38.615,26.730000000000004,1834535.0,-206779.0,1.1100000000000012,7590300.00000016,501.0325898193801
